Topic,Count,Name,Representation,Representative_Docs,Top Keywords
55,50,55_factor_axcount_blink_swear,"['factor', 'axcount', 'blink', 'swear', 'holmes', 'sherlock', 'spin', 'monitor', 'heart', 'dysfunctional']","['need add factor authentication', 'need add factor authentication', 'need add factor authentication']","factor, axcount, blink, swear, holmes, sherlock, spin, monitor, heart, dysfunctional"
56,50,56_obsolete_neg_buut_ethic,"['obsolete', 'neg', 'buut', 'ethic', 'lite', 'deposte', 'inconsiderate', 'jumble', 'upgrade', 'disrespectful']","['nfcu make account take forever release new update make hard understand balance fund check save difficult way many number jumble together use account direct deposit soon check hit withdraw put bank every since update know exactly come account wish could download old version app lite version update', 'nfcu make account take forever release new update make hard understand balance fund check save difficult way many number jumble together use account direct deposit soon check hit withdraw put bank every since update know exactly come account wish could download old version app lite version update', 'nfcu make account take forever release new update make hard understand balance fund check save difficult way many number jumble together use account direct deposit soon check hit withdraw put bank every since update know exactly come account wish could download old version app lite version update']","obsolete, neg, buut, ethic, lite, deposte, inconsiderate, jumble, upgrade, disrespectful"
57,49,57_navy_federal_fed_disorder,"['navy', 'federal', 'fed', 'disorder', 'consistant', 'vets', 'defer', 'failing', 'phase', 'unfreeze']","['app break week navy federal member year never experience bad sign check account app', 'app break week navy federal member year never experience bad sign check account app', 'app break week navy federal member year never experience bad sign check account app']","navy, federal, fed, disorder, consistant, vets, defer, failing, phase, unfreeze"
58,49,58_indiana_film_jones_crush,"['indiana', 'film', 'jones', 'crush', 'buggy', 'bug', 'glitchy', 'hill', 'unnecessarily', 'buggie']","['app buggy feature Indiana Jones film', 'app buggy feature Indiana Jones film', 'app buggy feature Indiana Jones film']","indiana, film, jones, crush, buggy, bug, glitchy, hill, unnecessarily, buggie"
59,49,59_zelle_agreement_delover_noting,"['zelle', 'agreement', 'delover', 'noting', 'updated', 'weeks', 'sorry', 'apparently', 'navy', 'sm']","['unable use zelle function month try go back previous version app update new version luck zelle really reason use app occasional balance check use website send money zelle every time sign text key account another text zelle issue alone make consider change bank', 'unable use zelle function month try go back previous version app update new version luck zelle really reason use app occasional balance check use website send money zelle every time sign text key account another text zelle issue alone make consider change bank', 'unable use zelle function month try go back previous version app update new version luck zelle really reason use app occasional balance check use website send money zelle every time sign text key account another text zelle issue alone make consider change bank']","zelle, agreement, delover, noting, updated, weeks, sorry, apparently, navy, sm"
60,49,60_truck_lemon_dealership_yard,"['truck', 'lemon', 'dealership', 'yard', 'open', 'law', 'flash', 'pdf', 'fishy', 'acrobat']","['know new truck dealership sell lemon state law deal allow yet anything help fix problem still wait truck junk yard', 'know new truck dealership sell lemon state law deal allow yet anything help fix problem still wait truck junk yard', 'know new truck dealership sell lemon state law deal allow yet anything help fix problem still wait truck junk yard']","truck, lemon, dealership, yard, open, law, flash, pdf, fishy, acrobat"
61,49,61_slow_compare_elementary_together,"['slow', 'compare', 'elementary', 'together', 'painfully', 'tier', 'launch', 'fast', 'forever', 'archaic']","['easily bad banking app run slow load minute end let app even let app beyond response elementary response Delete redownload make sure strong wifi lol update still beyond slow', 'easily bad banking app run slow load minute end let app even let app beyond response elementary response Delete redownload make sure strong wifi lol update still beyond slow', 'easily bad banking app run slow load minute end let app even let app beyond response elementary response Delete redownload make sure strong wifi lol update still beyond slow']","slow, compare, elementary, together, painfully, tier, launch, fast, forever, archaic"
62,48,62_stack_weirdly_maneuver_clicking,"['stack', 'weirdly', 'maneuver', 'clicking', 'ride', 'unhelpful', 'bricke', 'endless', 'bar', 'default']","['recent update break non default display setting make icon text big click credit card see record stack weirdly', 'recent update break non default display setting make icon text big click credit card see record stack weirdly', 'recent update break non default display setting make icon text big click credit card see record stack weirdly']","stack, weirdly, maneuver, clicking, ride, unhelpful, bricke, endless, bar, default"
63,48,63_zelle_register_girl_recipient,"['zelle', 'register', 'girl', 'recipient', 'send', 'shoddy', 'similar', 'zell', 'ioad', 'bonker']","['every time make payment Zelle submit request twice click submit button get message recently make similar payment first time think nothing make similar payment week ago recipient think refer attempt send result send thing almost happen Shoddy app', 'every time make payment Zelle submit request twice click submit button get message recently make similar payment first time think nothing make similar payment week ago recipient think refer attempt send result send thing almost happen Shoddy app', 'every time make payment Zelle submit request twice click submit button get message recently make similar payment first time think nothing make similar payment week ago recipient think refer attempt send result send thing almost happen Shoddy app']","zelle, register, girl, recipient, send, shoddy, similar, zell, ioad, bonker"
64,48,64_partial_joint_party_sell,"['partial', 'joint', 'party', 'sell', 'vulture', 'payand', 'reuse', 'invalidate', 'skeeve', 'buisness']","['freak sick app invalidate password TIME password know right make change course password rule idiotic let reuse know work hate bank hate app bank app charge fee like either wait switch buisness away vulture', 'freak sick app invalidate password TIME password know right make change course password rule idiotic let reuse know work hate bank hate app bank app charge fee like either wait switch buisness away vulture', 'freak sick app invalidate password TIME password know right make change course password rule idiotic let reuse know work hate bank hate app bank app charge fee like either wait switch buisness away vulture']","partial, joint, party, sell, vulture, payand, reuse, invalidate, skeeve, buisness"
