Review,Date,Stars,Cleaned Reviews
"There are so many issues to deal with when trying to install this app. Spent HOURS on the phone with tech support; they too were inable to get this app installed. Once it is up and running it is fine but not easy to get to that point! 10-8-24 Another disappointing update. Thid new app is incompatible with my phone. , am , therefore, no longer able to do remote banking. Thanks... Very helpful All you are doing is encouraging depositors to bank elsewhere.",2024-10-08,1,many issue deal try install app spend HOURS phone tech support inable get app instal run fine easy get point another disappointing update Thid new app incompatible phone therefore long able remote banking thank helpful encourage depositor bank elsewhere
NOT COMPATABLE TO MY DEVICE,2024-10-07,1,COMPATABLE device
"This app ""isnt csmpatible"" on my phone. I can no longer see my acct online. I have to erase the update reminder everytime i use my phone. Make it stop, buy me a new phone, or i change banks. This is BSthis id digital internet rape. How do i shut off notifications? My phone ""isn't compatible"" & yet i keep getting update alerts. Total BS!! I can't send, receive texts without being interrupted, can' check sports scores. It is the most intrusive commercial EVER. SPAM, SPAM, SPAM. Can't report it.",2024-10-06,1,app csmpatible phone long see acct online erase update reminder everytime use phone make stop buy new phone change bank BSthis digital internet rape shut notification phone compatible yet keep get update alert total send receive text without interrupt check sport score intrusive commercial ever SPAM SPAM SPAM report
Forced update no longer compatible for my device while all my other apps and the previous version were working well,2024-10-06,1,force update long compatible device app previous version work well
It was the worst bank I've ever banked with.,2024-10-05,1,bad bank ever bank
"Cannot see what charges I have made on my card !!! Everything else is there ,the total I owe ,but not my individual charges",2024-10-05,1,see charge make card everything else total owe individual charge
This app will not download to my phone so it's buy a new phone or uninstall td bank. Terrible options.,2024-10-04,1,app download phone buy new phone uninstall bank terrible option
Worst Bank app,2024-10-04,1,Worst Bank app
Why not make it available to all phones. (Android etc.) I have no way to check my account,2024-10-04,1,make available phone Android etc way check account
Not compatible with my device anymore. I don't want to buy a new phone to use it.,2024-10-04,1,compatible device anymore want buy new phone use
Why can't I use the biometric login? Unfortunately it's a security risk. What changed?,2024-10-03,1,use biometric login unfortunately security risk change
Incompatible junk,2024-10-03,1,incompatible junk
Dropped support for the S7,2024-10-03,1,drop support
This bank is horrible. Just like every other bank there is in America..,2024-10-02,1,bank horrible like every bank America
"google play said it would not work on my phone. android 8.1.0 I can't open the app, what do I do now.",2024-10-02,1,google play say would work phone android open app
It's telling me my phone not compatible so what am I supposed to do,2024-10-02,1,tell phone compatible suppose
Doesnt work on my phone. No good withou buying a new one. Not worth it.,2024-10-01,1,work phone good withou buy new one worth
