Review,Date,Stars,Cleaned Reviews,neg,neu,pos,compound,vader_label,star_sentiments
"I referred someone who ended up getting a builder account (the most expensive subscription). it even shows it in my app... but I never received the $80 boost I was promised, and I've taken out 3 advances since the referral, and contacted support through the app and they just ignore me. I've absolutely had it with elusive, dismissive customer service. I want my boost!!! Update: THERE IS NO UPDATE! WAS TOLD IT IS A BUG, AND THE DEVS HAVE TO WORK IT OUT. SO WHAT GIVES, DEVS?",2025-06-01,1,refer someone end get builder account expensive subscription even show app never receive boost promise take advance since referral contact support app ignore absolutely elusive dismissive customer service want boost update update tell BUG devs work OUT give DEVS,0.074,0.755,0.171,0.8544,positive,0
HORRIBLE!!! ITS ALL AI AND ALMOST FEELS LIKE A SCAM!,2025-06-01,1,HORRIBLE almost feel like SCAM,0.496,0.368,0.136,-0.7835,negative,0
Charge me for membership and then the app doesn't even work. I got a refund and deleted the app. what a joke.,2025-06-01,1,charge membership app even work get refund delete app joke,0.0,0.891,0.109,0.296,positive,0
I need help again. stupid cleo tells me to contact a human via chat but there's no option.,2025-06-01,1,need help stupid cleo tell contact human via chat option,0.252,0.655,0.093,-0.4854,negative,0
"If I could give no stars, I would. They took my information down wrong and then wouldn't let me fix it. So, the app was completely useless, don't use this one",2025-05-31,1,could give star would take information wrong would let fix app completely useless use one,0.244,0.756,0.0,-0.8122,negative,0
too hard to navigate and can't talk to a live person,2025-05-31,1,hard navigate talk live person,0.135,0.865,0.0,-0.1027,negative,0
scam,2025-05-31,1,scam,1.0,0.0,0.0,-0.5719,negative,0
"it locks your money, STUPID APP",2025-05-31,1,lock money STUPID APP,0.453,0.547,0.0,-0.6289,negative,0
Paid back a $500 advance and then my eligibility suddenly changed to $130. Left my bank account overdrawn.,2025-05-31,1,pay back advance eligibility suddenly change leave bank account overdrawn,0.0,1.0,0.0,0.0,neutral,0
can't get in the app,2025-05-31,1,get app,0.0,1.0,0.0,0.0,neutral,0
"If I could give zero stars, I would. This app is an absolute joke. I signed up for the $14.99 subscription only to find out I'm not able to link my card and they won't refund my money. They had no problem taking my money though. Customer service is an absolute joke and isn't helpful at all. Basically told me that even though I paid for it and can't use it, oh well. Do yourself a favor and do NOT download this app by any means.",2025-05-31,1,could give zero star would app absolute joke sign subscription find able link card refund money problem take money though customer service absolute joke helpful basically tell even though pay use well favor download app mean,0.08,0.818,0.102,0.2425,positive,0
zero star nothing good about this app. it's a scam been trying to subscribe all day but not so ironically it willnt let me. but it will pull 14 bucks out next week I'm sure. for something I never used...,2025-05-30,1,zero star nothing good app scam try subscribe day ironically willnt let pull buck next week sure something never use,0.096,0.833,0.07,-0.0266,neutral,0
very fishy business,2025-05-30,1,fishy business,0.0,1.0,0.0,0.0,neutral,0
app promised 500.00 of you sign up for 15.99 fee I did it offered only 20 without agreeing to anything I issued me a save credit card and put the 20 dollar advance on that. I demanded cancelation of advance and cancel subscription effective immediately and issue refund for the 15.99. no human contact only email they will respond in 7 days I was told to contact on social media but like Cleo app it's an AI automated response with no help. WARNING this info isnt provided until after paying 15.99,2025-05-30,1,app promise sign fee offer without agree anything issue save credit card put dollar advance demand cancelation advance cancel subscription effective immediately issue refund human contact email respond day tell contact social medium like Cleo app automate response help warn info provide pay,0.13,0.726,0.144,0.3469,positive,0
wanted to cancel but now no one answers my messages....so fraudulent,2025-05-30,1,want cancel one answer message fraudulent,0.518,0.482,0.0,-0.8225,negative,0
I want a refund ! paid 15 for nothing. Don't do it!!,2025-05-30,1,want refund pay nothing,0.0,0.786,0.214,0.2905,positive,0
not good at all don't waste your time,2025-05-30,1,good waste time,0.224,0.559,0.217,-0.0191,neutral,0
I want my refund,2025-05-30,1,want refund,0.0,0.606,0.394,0.0772,positive,0
Trash,2025-05-30,1,Trash,0.0,1.0,0.0,0.0,neutral,0
horrible,2025-05-30,1,horrible,1.0,0.0,0.0,-0.5423,negative,0
they took 30 dollars out of my account and refused to return it. I never got a loan,2025-05-30,1,take dollar account refuse return never get loan,0.128,0.872,0.0,-0.296,negative,0
"This app boasts about being a money building app. They are never accurate with your bank balance. Usually 2-3 days behind. What really did me in was my repayment of 500 dollars. I was planning on borrowing 250 because I'm trying to not depend on the app. 500 dollars out of a check is a big chunk no matter who you are, so I was depending on 250ish. Well they offered me 75 measly dollars. How is anyone supposed to survive off of that?! So to claim they help with your finances is the biggest lie...",2025-05-29,1,app boast money building app never accurate bank balance usually day behind really repayment dollar plan borrow try depend app dollar check big chunk matter depend well offer measly dollar anyone suppose survive claim help finance big lie,0.023,0.912,0.065,0.4574,positive,0
"terrible app, low advances high fees, not worth it!!",2025-05-29,1,terrible app low advance high fee worth,0.554,0.446,0.0,-0.7543,negative,0
piss poor customer support. I wouldn't recommend them to my worse enemies.,2025-05-29,1,piss poor customer support would recommend bad enemy,0.649,0.228,0.123,-0.8888,negative,0
"Scam! Repeatedly told me I qualified for a cash advance of over $200 and just need to subscribe. Paid $5.99 and was then told I could only receive $40. Lesson learned for 6 bucks, I guess.",2025-05-29,1,scam repeatedly tell qualified cash advance need subscribe pay tell could receive Lesson learn buck guess,0.117,0.883,0.0,-0.6114,negative,0
"Wants you to subscribe and pay $6 immediately before you can even start to use it or see what amount you can borrow. from what I see you then pay at least $9 to get whatever small amount they offer you if anything, which is already more than my overdraft fee, so I didn't go through with it. I have other apps like this and they have free trials or charge at the end of a month, not right off the bat at installation. bye.",2025-05-29,1,want subscribe pay immediately even start use see amount borrow see pay least get whatever small amount offer anything already overdraft fee app like free trial charge end month right bat installation bye,0.033,0.9,0.068,0.6124,positive,0
"very bad compared to others takes forever to reach customers service, they can never get subscription fees correct , takes hrs. days to make a adjustment",2025-05-29,1,bad compare take forever reach customer service never get subscription fee correct take hrs day make adjustment,0.141,0.818,0.041,-0.5709,negative,0
extremely expensive to use for almost no advance. impossible to change bank accounts. would be easier and less expensive to find a loan shark.,2025-05-29,1,extremely expensive use almost advance impossible change bank account would easy less expensive find loan shark,0.074,0.817,0.109,0.2247,positive,0
